SampleID,path,Label,Set,tissue,assay_type,newpath
EE86211,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86211.hg19.frag.tsv,,"Burnham et al., 2018",urine,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86211.hg19.frag.tsv
EE86212,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86212.hg19.frag.tsv,,"Burnham et al., 2018",urine,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86212.hg19.frag.tsv
EE86213,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86213.hg19.frag.tsv,,"Burnham et al., 2018",urine,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86213.hg19.frag.tsv
EE86214,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86214.hg19.frag.tsv,,"Burnham et al., 2018",urine,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86214.hg19.frag.tsv
EE86215,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86215.hg19.frag.tsv,,"Burnham et al., 2018",,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86215.hg19.frag.tsv
EE86216,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86216.hg19.frag.tsv,,"Burnham et al., 2018",,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86216.hg19.frag.tsv
EE86217,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86217.hg19.frag.tsv,Healthy,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86217.hg19.frag.tsv
EE86218,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86218.hg19.frag.tsv,Inflammatory bowel disease,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86218.hg19.frag.tsv
EE86219,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86219.hg19.frag.tsv,Inflammatory bowel disease,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86219.hg19.frag.tsv
EE86220,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86220.hg19.frag.tsv,Inflammatory bowel disease,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86220.hg19.frag.tsv
EE86221,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86221.hg19.frag.tsv,Inflammatory bowel disease,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86221.hg19.frag.tsv
EE86222,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86222.hg19.frag.tsv,Systemic lupus erythematosus,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86222.hg19.frag.tsv
EE86223,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86223.hg19.frag.tsv,Systemic lupus erythematosus,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86223.hg19.frag.tsv
EE86224,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86224.hg19.frag.tsv,Systemic lupus erythematosus,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86224.hg19.frag.tsv
EE86225,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86225.hg19.frag.tsv,Systemic lupus erythematosus,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86225.hg19.frag.tsv
EE86226,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86226.hg19.frag.tsv,Ovarian cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86226.hg19.frag.tsv
EE86227,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86227.hg19.frag.tsv,Skin cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86227.hg19.frag.tsv
EE86228,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86228.hg19.frag.tsv,Breast cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86228.hg19.frag.tsv
EE86229,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86229.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86229.hg19.frag.tsv
EE86230,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86230.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86230.hg19.frag.tsv
EE86231,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86231.hg19.frag.tsv,Uterine cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86231.hg19.frag.tsv
EE86232,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86232.hg19.frag.tsv,Ovarian cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86232.hg19.frag.tsv
EE86233,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86233.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86233.hg19.frag.tsv
EE86234,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86234.hg19.frag.tsv,Colorectal cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86234.hg19.frag.tsv
EE86235,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86235.hg19.frag.tsv,Breast cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86235.hg19.frag.tsv
EE86236,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86236.hg19.frag.tsv,Prostate cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86236.hg19.frag.tsv
EE86237,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86237.hg19.frag.tsv,Head and neck cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86237.hg19.frag.tsv
EE86238,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86238.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86238.hg19.frag.tsv
EE86239,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86239.hg19.frag.tsv,Bladder cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86239.hg19.frag.tsv
EE86240,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86240.hg19.frag.tsv,Liver cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86240.hg19.frag.tsv
EE86241,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86241.hg19.frag.tsv,Kidney cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86241.hg19.frag.tsv
EE86242,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86242.hg19.frag.tsv,Testicular cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86242.hg19.frag.tsv
EE86243,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86243.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86243.hg19.frag.tsv
EE86244,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86244.hg19.frag.tsv,Pancreatic cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86244.hg19.frag.tsv
EE86245,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86245.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86245.hg19.frag.tsv
EE86246,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86246.hg19.frag.tsv,Liver cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86246.hg19.frag.tsv
EE86247,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86247.hg19.frag.tsv,Pancreatic cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86247.hg19.frag.tsv
EE86248,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86248.hg19.frag.tsv,Pancreatic cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86248.hg19.frag.tsv
EE86249,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86249.hg19.frag.tsv,Prostate cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86249.hg19.frag.tsv
EE86250,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86250.hg19.frag.tsv,Uterine cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86250.hg19.frag.tsv
EE86251,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86251.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86251.hg19.frag.tsv
EE86252,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86252.hg19.frag.tsv,Head and neck cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86252.hg19.frag.tsv
EE86253,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86253.hg19.frag.tsv,Esophageal cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86253.hg19.frag.tsv
EE86254,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86254.hg19.frag.tsv,Lung cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86254.hg19.frag.tsv
EE86255,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86255.hg19.frag.tsv,Colorectal cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86255.hg19.frag.tsv
EE86256,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86256.hg19.frag.tsv,Breast cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86256.hg19.frag.tsv
EE86257,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86257.hg19.frag.tsv,Breast cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86257.hg19.frag.tsv
EE86258,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86258.hg19.frag.tsv,Liver cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86258.hg19.frag.tsv
EE86259,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86259.hg19.frag.tsv,Colorectal cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86259.hg19.frag.tsv
EE86260,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86260.hg19.frag.tsv,Bladder cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86260.hg19.frag.tsv
EE86261,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86261.hg19.frag.tsv,Kidney cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86261.hg19.frag.tsv
EE86262,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/data/finaledb_extract/EE86262.hg19.frag.tsv,Prostate cancer,"Snyder et al., 2016",blood plasma,WGS,/datassd/DATA_HIEUNGUYEN/2024/storage/FinaleDB/batch_1/EE86262.hg19.frag.tsv
